Peak id,Mass,RT,UN_1.mzXML,UN4.mzXML,INFEC_1.mzXML,INFEC_2.mzXML,INFEC_3.mzXML,INFEC_4.mzXML,HK1.mzXML,HK2.mzXML,HK3.mzXML,HK4.mzXML,Polarity,FrAnK Annotation,PiMP Annotation,KEGG ID
4112,300.0881,267.08,NA,20324.95,58077.88,85559.3,45453.88,58021.95,55348.05,28173.38,40371.79,56018.66,negative,No Fragments,"Citpressine I,Citrusinine I","HMDB29323,HMDB30374"
4113,172.958,1448.94,867472.38,933947.5,970544.75,971893.25,913503.88,858322.25,961632.75,906422.5,872389.81,923102.81,negative,No Fragments,,
4114,173.9575,1473.15,97681.79,118092.02,113239.05,105163.13,103186.7,96914.08,93255.71,74762.63,99550.27,99019.29,negative,No Fragments,,
4115,173.9575,1448.88,97681.79,118092.02,113239.05,109727.31,103186.7,101336.98,110648.85,99197.34,99550.27,110263.97,negative,No Fragments,,
4116,242.0519,867.07,1641881,1163477.25,1094448.5,994391.63,1493249.63,1071518.75,1121149.63,1194781.25,1236094.13,1171559.88,negative,Annotate in FrAnK,,
4117,245.0279,884.97,86160.09,72188.95,60507.14,53282.49,81427.45,58507.35,77019.37,76750.73,73338.91,78861.06,negative,No Fragments,,
4118,258.9424,865.96,64132.69,53304.05,49805.82,73323.86,66980.94,47961.21,52483.98,51094.89,68539.37,49331.41,negative,No Fragments,,
4119,276.9546,878.47,44181.64,39065.41,42482.91,35874.22,33179.14,28316.19,35114.37,42714.82,38226.76,34300.9,negative,No Fragments,,
4120,324.9144,862.94,64823.43,49304.13,48869.31,47708.84,59489.79,49335.54,46327.45,52603.33,51525.62,52637.48,negative,No Fragments,,
4121,307.0027,868.74,43294.74,42150.62,49230.32,37999.33,47512.64,37369.56,47079.27,47766.9,48289.73,45278.41,negative,No Fragments,,
4122,252.9255,865.28,54314.88,46914.3,46282.59,42405.81,55383.51,43035.5,40745.85,42663.34,41797.9,41349.02,negative,No Fragments,,
4123,187.038,780.21,757067.38,1061788.5,321090.63,468247.03,1628283.25,443950.13,747664,371035.78,937753.19,629209,negative,No Fragments,,
4124,189.0351,780.01,254191.31,341155,109768.18,193669.61,658170.31,137842.72,314977.88,156201.28,295692.72,201826.19,negative,No Fragments,,
4125,255.0351,778.42,112222.62,120297.57,70416.88,75030.71,221988.2,66843.48,124925.55,80303.37,128903.76,127690.18,negative,No Fragments,,
4126,164.8396,775.77,75383.95,69479.14,45717.44,64200.46,60595.08,81497.71,75380.92,22379.78,66537.69,105474.02,negative,No Fragments,,
4127,106.0411,2746.16,1065347.5,1220808.13,922600.88,1612144.38,1318300.75,1040933.94,899184.56,1257614.5,1512578.38,1156223.5,negative,No Fragments,,
4128,132.0567,2738.05,215967.95,199815.95,203912.56,260108.06,212675.06,226224.2,163764.33,180611.31,259562.83,210756.11,negative,No Fragments,"2-Aminobenzimidazole,3-Methylpyrrolo[1,2-a]pyrazine","C10901,HMDB33172"
4129,118.0411,2749.31,52010.21,57305.98,39561.08,48969.21,69579.51,54563.15,43188.75,54969.2,57354.83,46354.09,negative,No Fragments,,
4130,96.9602,963.01,1288286.75,1404834.5,1219780.63,1394082.75,1241744.88,1334934,1379152.63,1418873.63,1223466.75,1472949,negative,No Fragments,Sulfate,C00059
4131,412.8825,951.73,1296448.75,1247410.38,1218531.13,1247295.75,1341677.63,1227012.63,1342686,1284295.5,1262615.88,1282200.13,negative,Annotate in FrAnK,,
4132,488.8774,951.93,961647.94,858059.19,976938.25,732504.69,811652,1050915,891405.44,1073832.63,975304.13,820929.31,negative,No Fragments,,
4133,610.8007,952.7,475228.94,553429.75,584236.81,476203.31,495218.69,547427.38,543637.25,590414.06,603276.06,542423.44,negative,No Fragments,,
4134,510.8599,951.42,521992.59,513603.75,525651.44,528745.56,578221.69,522367.44,492623.47,485251.16,481644.66,490881.31,negative,No Fragments,,
4135,532.8423,947.33,354934.78,289888.28,285070.31,307028.97,283640.41,331989.41,276383.13,312163.63,282314.53,270461.81,negative,No Fragments,,
4136,434.8645,948.18,300319.03,319002.03,273777.59,261822.95,351060.16,320525.88,336208.47,339282.69,276610.69,327975.56,negative,No Fragments,,
4137,434.8645,958.53,300319.03,319002.03,273777.59,261822.95,277904.94,320525.88,336208.47,288200.63,276610.69,327975.56,negative,No Fragments,,
4138,532.8422,961.8,276397.69,281132.06,222096.11,307028.97,253573.13,324618.78,276383.13,251135.63,264802.25,252013.67,negative,No Fragments,,
4139,608.8369,951.63,278129.94,312576.5,296162.06,273981.16,309615.31,294232.97,297279.09,318483.63,288981.84,297915.88,negative,No Fragments,,
4140,630.8192,948.53,243947.72,271279.44,285906.53,278075.06,264834.44,309116.53,291358.22,259557.19,291061.19,251333.78,negative,No Fragments,,
4141,630.8191,952.35,243947.72,271279.44,285906.53,278075.06,264834.44,309116.53,291358.22,259557.19,291061.19,251333.78,negative,No Fragments,,
4142,706.8142,953.59,169361.81,191543.84,178588.41,210630.91,221553.09,239303.72,188197.14,185442.95,189553.19,175775.95,negative,No Fragments,,
4143,728.7961,950.5,177707.09,186125.25,162675.44,164476.33,181921.44,153409.89,162530.3,189084.16,175267.92,162695.97,negative,No Fragments,,
4144,728.7964,960.42,158587.53,186125.25,162675.44,142488.36,169389.7,153409.89,159802.95,128859.68,129909.78,148318.3,negative,No Fragments,,
4145,652.8012,951.64,191735.64,184170.8,160594.89,139070.48,151507.09,183077,131239.59,142677.44,154435.5,134830.84,negative,No Fragments,,
4146,554.8245,947.54,160693.41,166820.11,170236.38,169399.64,158834.2,198632.11,153443.72,152859.66,157912.06,166585.2,negative,No Fragments,,
4147,432.8566,953.5,153441.8,145420.16,146550.55,159903.48,166010.64,135631.05,164477.53,140397.06,157284.53,142411.5,negative,No Fragments,,
4148,432.8566,954.01,153441.8,145420.16,146550.55,159903.48,166010.64,135631.05,164477.53,140397.06,157284.53,142411.5,negative,No Fragments,,
4149,352.8905,953.95,154724.73,175605.91,141660.03,134012.48,142596.63,129032.34,159125.52,186130.2,146967.58,162383.25,negative,No Fragments,,
4150,352.8905,965.15,133948.3,133079.89,141660.03,127368.15,142596.63,129032.34,147543.69,130378.8,143359.83,159003.66,negative,No Fragments,,
4151,632.7823,952.08,125972.46,116954.05,133111.25,131476.14,106651.63,123359.54,114210.78,137496.83,132630.19,145978.16,negative,No Fragments,,
4152,392.9049,953.29,119178.4,114781.49,165027.73,146318.17,111045.09,126607.53,92983.05,173321.53,141865.2,122926.39,negative,No Fragments,,
4153,576.8067,949.06,118146.34,110678.54,124046.03,109461.41,154198.47,134358.61,102743.77,135961.38,111715.77,124588.61,negative,No Fragments,,
4154,750.7781,953.33,82547.52,101324.93,92009.69,93200.05,121470.58,101501.56,83595.54,75961.7,83591.18,88155.09,negative,No Fragments,,
4155,454.8388,950.35,91050.43,91477.19,94722.66,110329.42,114067.52,101463.26,105396.27,98929.72,96893.74,110020.2,negative,No Fragments,,
4156,356.8618,951.55,73901.86,81380.75,74008.41,64926.74,92990.43,91081.45,90155.84,80590.96,82579.39,92254.38,negative,No Fragments,,
4157,232.9025,958.72,33989.17,35289.26,41674.3,40257.69,35687.28,36171.23,38556.16,43564.26,50270.02,55221.2,negative,No Fragments,,
4158,188.9394,599.11,1482886.38,1487252.38,1443764.38,1503696.5,1523515.75,1597613.13,1470809.5,1447285.88,1532979,1545332.75,negative,Annotate in FrAnK,,
4159,228.9319,604.78,1049662.25,1140612.75,1148576.5,1167144.13,1150338.38,1188801.13,1162194,1109620.5,1137648.13,1162943.75,negative,Annotate in FrAnK,,
4160,199.9694,994.25,219798.64,154609.31,313581.06,76283.43,277427.19,115331.49,176000.97,360308.09,184368.14,229487.23,negative,No Fragments,"Cysteine-S-sulfate,S-Sulfo-L-cysteine","C05824,HMDB00731"
4161,440.1327,989.87,22481.08,13777.26,23559.91,NA,22342.17,9023.38,15263.76,24152.54,16894.02,16792.53,negative,No Fragments,"Dofetilide,Folate,Folic acid","C00504,C07751,HMDB00121,HMDB14349"
4162,116.0717,757.06,1149861.5,753822.13,637759,501285.5,1410828.38,545199.38,836075.38,673614.38,872167.5,739538,negative,No Fragments,"2-Amino-2-methylbutanoate,2-Amino-3-methylbutanoic acid,2S-amino-pentanoic acid,4-Methylaminobutyrate,4-amino-pentanoic acid,4R-aminopentanoic acid,4S-aminopentanoic acid,5-Aminopentanoate,5-Aminopentanoic acid,5-amino-pentanoic acid,Amyl Nitrite,Amyl nitrite,Betaine,D-Norvaline,D-Valine,L-Norvaline,L-Valine,N-Methyl-a-aminoisobutyric acid,Norvaline,Valine,Vaporole","C00183,C00431,C00719,C01799,C01826,C03571,C06417,C07457,C15987,C16436,HMDB00043,HMDB00883,HMDB01382,HMDB02141,HMDB03355,HMDB13716,HMDB15550,LMFA01100021,LMFA01100022,LMFA01100023,LMFA01100040,LMFA01100041,LMFA01100046,Std1_1_20170612_135637_20"
4163,103.0037,934.4,1586376.13,721700.81,407140.75,435830.44,427047.75,524339.69,346859.34,411895.97,507813.63,432039.13,negative,No Fragments,"2-Hydroxy-3-oxopropanoate,Hydroxypyruvate,Hydroxypyruvic acid,Malonate,Malonic acid,Tartronate semialdehyde","C00168,C00383,C01146,HMDB00691,HMDB01352,HMDB06938,LMFA01170041,Std1_1_20170612_135637_63"
4164,343.1706,230.9,576748.25,706318.5,695042.75,557555.94,660013.94,758826,788761.25,567983,701227.13,551524.88,negative,Annotate in FrAnK,"6,9,12,15,18,21-Tetracosahexaynoic acid,alpha,alpha'-Diethyl-4,4'-bis(2-propynyloxy)stilbene,alpha,alpha'-diethyl-4,4'-bis(2-propynyloxy)stilbene","C15066,LMFA01030746,LMPK13090025"
4165,294.7653,464.36,342793.94,394445.91,430910.53,393809.5,412002.5,329414.06,831051.81,381407.63,380891.91,390966.69,negative,No Fragments,,
4166,145.0983,1467.74,851103.63,688910.69,688819.31,472525.38,1094399.5,454505.75,736921.75,674917.88,763263.38,717333.88,negative,No Fragments,"(2R,3R)-3-Methylornithine,(3S)-3,6-Diaminohexanoate,(3S,5S)-3,5-Diaminohexanoate,2,5-Diaminohexanoate,D-Lysine,L-Lysine,Lysine","C00047,C00739,C01142,C01186,C05161,C16440,C20277,HMDB00182,HMDB03405,HMDB12114,HMDB12115"
4167,185.0907,1467.83,74588.23,52541.23,50035.93,36550.96,87593.71,45404.99,58911.78,46996.96,53177.45,63996.34,negative,No Fragments,,
4168,229.0806,1467.93,53682.06,41134.5,45156.92,29404.13,75541.11,28976.21,41272.79,34760.14,47440.46,51004.66,negative,No Fragments,,
4169,229.0806,1470.7,53119.42,34375.47,36380,27585.99,50413.63,28976.21,41272.79,34760.14,45876.32,33737.88,negative,No Fragments,,
4170,194.9059,2062.86,637700.19,526540.44,550603.38,523518.22,563382.25,631410.88,540080.44,515857.78,576037.94,538690.94,negative,No Fragments,,
4171,195.9059,2058.16,106493.14,88574.25,88497.43,92576.2,98554.76,108554.6,95205.79,92401.21,98547.99,95799.8,negative,No Fragments,,
4172,214.8329,222.6,1186639.75,1036894.88,1237397.75,1072506.25,1314124.88,1048770,1170562.38,1183467.25,1498930.5,975856.38,negative,Annotate in FrAnK,,
4173,195.0511,832.87,551440.19,238899.69,162634.95,171226.17,306666.94,172161.69,184234.28,158517.39,172960.48,166710.42,negative,No Fragments,"D-Altronate,D-Galactonate,D-Gluconic acid,D-Mannonate,Galactonic acid,Gluconic acid,Gulonic acid,Hamamelose,L-Galactonate,L-Gulonate,L-Idonate","C00257,C00514,C00770,C00800,C00817,C00880,C03215,C15930,HMDB00565,HMDB00625,HMDB03290,Std1_1_20170612_135637_55"
4174,242.0519,855.36,1386547.38,1163477.25,1094448.5,953545.38,1493249.63,1071518.75,1097894.75,1194781.25,1199494.63,1171559.88,negative,No Fragments,,
4175,192.0668,268.98,279505.75,226725.75,212310.3,143964.75,504286.78,172742.48,183835.13,140184.97,192838.23,195100.5,negative,No Fragments,"(3-Arylcarbonyl)-alanine,2-Methylhippuric acid,3-Carbamoyl-2-phenylpropionaldehyde,4-Anilino-4-oxobutanoic acid,4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one,5,6-Dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline,Betamipron,Cichorine,Gentioflavine,Methyl hippurate,Methyl n-acetylanthranilate,Phenylacetylglycine,m-Methylhippuric acid,p-Methylhippuric acid","C03450,C05598,C06726,C09962,C10581,C16587,C16595,HMDB00821,HMDB00859,HMDB11723,HMDB13245,HMDB13292,HMDB32388,HMDB34250,HMDB60366,HMDB60389,HMDB60758"
4176,353.0493,281.27,113954.77,89556.48,78361.77,69580.08,172285.75,71244.76,119979.55,75255.38,101989.22,95256.18,negative,No Fragments,Phenolsulfonphthalein,C12600
4177,289.1018,272.09,109657.28,60984.84,44232.59,51939.69,63975.44,15895.57,52607.33,75778.15,58119.77,56152.2,negative,No Fragments,,
4178,145.0871,266.09,499477.81,721304.63,807830.81,445531.69,637184.19,607913.44,829842.06,741499.75,976163.88,776556.25,negative,No Fragments,"(+/-)-Ethyl 2-hydroxy-2-methylbutyrate,2-hydroxy enanthoic acid,3-Hydroxyisoheptanoic acid,3-hydroxyheptanoic acid,4-hydroxy enanthoic acid,6-hydroxy-heptanoic acid,6R-hydroxy-heptanoic acid,Butyl lactate,Ethyl 2-hydroxyisovalerate,Methyl (±)-3-hydroxyhexanoate,Methyl DL-Leucate,delta-hydroxy enanthoic acid,omega-hydroxy enanthoic acid","HMDB02207,HMDB32269,HMDB36231,HMDB39407,HMDB40254,HMDB59842,HMDB61653,LMFA01050016,LMFA01050017,LMFA01050018,LMFA01050019,LMFA01050225,LMFA01050261"
4179,311.2959,228.1,717882.94,913522.25,968361.94,1267097.25,507878.81,688143.19,946278.06,1040611.13,1198879.88,735502.75,negative,Annotate in FrAnK,"14-Methylpentadecyl isobutyrate,17-methyl-nonadecanoic acid,19:0(11Me),2,14-dimethyl-octadecanoic acid,2,2,6,10,14-Pentamethylpentadecanoic acid,3,7-Dimethyl-6-octenyl 3,7-dimethyl-6-octenoate,3,7-Dimethyl-6-octenyl decanoate,3,7R,11R,15-tetramethyl-hexadecanoic acid,3-Methylbutyl pentadecanoate,3D,7D,11D-Phytanic acid,3L,7D,11D-Phytanic acid,3L,7D,11D-phytanic acid,4,14-dimethyl-octadecanoic acid,4,16-dimethyl-octadecanoic acid,4-Hydroxy-6-eicosanone,5-Hydroxy-7-eicosanone,6,14-dimethyl-octadecanoic acid,6,16-dimethyl-octadecanoic acid,7-Methyloctyl 9-methyldecanoate,Arachidic acid,Ethyl stearate,Icosanoic acid,Isoarachidic acid,Octadecyl acetate,Phytanate,Phytanic acid,decyl decanoate,dodecyl octanoate,hexadecyl butyrate,hexyl tetradecanoate,tetradecyl hexanoate","C01607,C06425,HMDB00417,HMDB00553,HMDB00801,HMDB02212,HMDB31318,HMDB34156,HMDB35672,HMDB35673,HMDB62520,LMFA01010020,LMFA01020017,LMFA01020048,LMFA01020049,LMFA01020050,LMFA01020051,LMFA01020052,LMFA01020220,LMFA01020287,LMFA01020342,LMFA07010398,LMFA07010428,LMFA07010442,LMFA07010451,LMFA07010458,LMFA07010469,LMFA07010598,LMFA07010607,LMFA07010608,LMFA07010650,LMFA07010683,LMPR0104010004"
4180,228.9319,464.73,1176703.13,1167627.88,1183110.75,1188457,1190466.88,1250510.38,1231225.5,1197314.88,1168771.75,1212566.88,negative,Annotate in FrAnK,,
4181,294.9038,466.72,681792.13,675893.13,704453.75,690102.75,696671.38,701014.44,673129.38,727674.94,749460.25,712979.5,negative,Annotate in FrAnK,,
4182,228.9319,484.39,1131525.38,1167627.88,1168594.38,1188457,1159477.63,1165887.25,1151651.25,1157100.75,1168771.75,1212566.88,negative,Annotate in FrAnK,,
4183,294.7652,485.27,342793.94,394445.91,399014.13,383950.88,412002.5,329414.06,831051.81,381407.63,380891.91,390966.69,negative,No Fragments,,
4184,172.958,685,536535.69,837117.5,649022.31,701339.69,609632.25,642533.75,827517.13,767539.81,612652.31,624888,negative,Annotate in FrAnK,,
4185,174.9547,679.75,41709.36,70506.2,46787.21,45877.63,45298.64,45774.3,47973.75,54887.97,50014.86,53058.45,negative,No Fragments,,
4186,194.9059,2159.72,546185,503490.66,489269.63,504002.75,563382.25,564308.06,483626.91,499985.81,537551.06,502715.09,negative,No Fragments,,
4187,191.0199,978.09,137427.3,119855.73,110932.45,75104.85,129544.13,251780.41,94325.7,120132.97,209505.09,97882.84,negative,No Fragments,"(1R,2R)-Isocitric acid,(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate,(1S,2S)-1-Hydroxypropane-1,2,3-tricarboxylate,(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate,2,3-Diketo-L-gulonate,2,5-Didehydro-D-gluconate,2-Dehydro-3-deoxy-D-glucarate,5-Dehydro-4-deoxy-D-glucarate,Carboxymethyloxysuccinate,Citrate,Citric acid,D-Glucaro-1,4-lactone,D-threo-Isocitric acid,Diketogulonic acid,Isocitrate,Isocitric acid,diketo-gulonic acid","C00158,C00311,C00451,C00679,C02780,C03600,C03921,C04575,C04617,HMDB00094,HMDB00193,HMDB01874,HMDB05971,HMDB06511,HMDB33717,HMDB41862,LMFA01060195"
4188,149.0009,336.45,422077.03,168504.3,301547.97,164436.8,172755.14,142037.95,152749.7,184357.7,213136.89,153726.94,negative,No Fragments,,
4189,248.0801,2569.85,1063925.13,1056689.88,1041470.5,1122619.75,818848.88,591894.31,1410894.25,1294842.75,883182.63,1131222.25,negative,No Fragments,,
4190,248.9734,2564.91,289241.44,291829.19,279713.56,291726.72,280328.78,315369.28,286024.63,293116.72,321600.88,272402.25,negative,No Fragments,"3,5-Dichloro-4-hydroxy-2-methoxy-6-methylbenzoic acid",HMDB33822
4191,255.0879,2582.67,81293.43,127520.16,100936.07,119403.61,63514.49,71653.13,108391.97,118019.06,73855.4,124432.11,negative,No Fragments,"Aryl beta-D-glucoside,Phenyl beta-D-glucopyranoside,Phenylgalactoside","C02578,C03097,C11611"
4192,352.0764,2561.32,49469.27,64235.96,55760.39,65831.04,50449.01,51848.88,46748.82,68005.98,54987.84,70007.16,negative,No Fragments,Pentoxazone,C18592
4193,188.9394,827.23,1279800.88,1277989.88,1243440.38,1292558.75,1336567.75,1401529.5,1262776.75,1220303.38,1326485.25,1204807.25,negative,Annotate in FrAnK,,
4194,228.9319,830.02,956990.38,940820.56,935358.25,974357.13,979233.81,1040958,955267.75,890479,987830.5,967406.88,negative,Annotate in FrAnK,,
4195,214.8329,806.2,988054.13,987125.63,993667.94,998509.06,1016016.63,970361,951299.06,990273,997255.63,994140.38,negative,Annotate in FrAnK,,
4196,294.9037,832.72,485686.75,480432.56,504407.53,483911.34,480583.28,566647.56,476254.28,437147.22,496633.53,488554.53,negative,No Fragments,,
4197,334.8965,829.77,337841.44,366099.19,364564.31,394859.38,363259.88,403468.63,342793.56,339521.41,352396.97,337676,negative,No Fragments,,
4198,216.8305,806.91,383507.84,392313.94,392766.13,384797.41,382589.44,375427.81,376062.5,410706.44,413785.38,400238,negative,Annotate in FrAnK,,
4199,288.8869,835.8,311727.25,303447.84,301389.13,258216.75,203713.08,349285.28,280439.94,252224.25,224686.53,260121.14,negative,No Fragments,,
4200,400.8681,829.73,273471.56,290252.91,292690.22,306488.41,307499.72,350358.72,287797.81,292968.06,303057.69,310933.78,negative,No Fragments,,
4201,328.8791,835.72,317445.38,256901.19,274174.59,307382.53,214989.95,354194,270128.78,263022.28,283394.59,264459.81,negative,No Fragments,,
4202,328.8791,834.86,317445.38,256901.19,256687.22,307382.53,214989.95,354194,270128.78,263022.28,283394.59,264459.81,negative,No Fragments,,
4203,394.8509,834.3,265396.63,242030.16,260083.33,252699.45,197907.81,328101.44,240976.17,229919.34,261504.63,265436.75,negative,No Fragments,,
4204,291.8954,834.91,233801.67,218710.17,228208.41,238166.08,191161.95,270957.22,222836.69,214375.5,211811.08,227923.19,negative,No Fragments,,
4205,262.9076,855.57,271669.78,252917.59,278508.5,264797.66,203304.11,306332.78,245811.69,231475.41,224659.63,264942.25,negative,No Fragments,,
4206,272.9218,827.56,227642.48,213957.64,212838.39,208855.44,240150.52,252475.77,225901.58,216531.05,208941.44,206480.95,negative,No Fragments,,
4207,344.8773,831.87,169207.33,158875.39,152627.17,156355.11,122408.85,207201.86,149071.05,132661.58,134318.08,158604.05,negative,No Fragments,,
4208,311.8915,835.11,170269.77,134304.5,150877.3,161281.19,104330.18,176592.45,113900.23,124483.35,138725.98,121788.23,negative,No Fragments,,
4209,364.8734,828.08,101570.35,102716.9,124112.69,118241.83,99690.05,139273.11,109452.68,99602.19,101129.35,113070.08,negative,No Fragments,,
4210,312.9144,822.81,132936.17,137910.73,118633.5,132092.55,156535.59,147720.31,127729.56,133412.95,132795.28,124330.96,negative,No Fragments,,
4211,434.8431,831.44,149538.22,117187.39,112811.43,118147.95,115219.04,142893.39,111930.77,108879.54,126060.03,116097.41,negative,No Fragments,,
4212,238.9131,831.16,123949.65,101149.21,115835.25,122172.88,84538.11,136875.03,98762.38,98471.76,107710.25,107574.7,negative,No Fragments,,
4213,258.9092,828.56,108354.42,105973.05,109607.05,105623.19,87853.1,115943.42,104847.72,101616.33,88349.48,105944.23,negative,No Fragments,,
4214,306.8976,833.7,104909.78,99844.85,89696.21,109239.87,79603.47,111712.88,106904.68,97222.45,96129.28,90407.76,negative,No Fragments,,
4215,206.0469,811.82,90498.88,99114.23,81927.72,90542.12,95032.74,100254.32,94459.44,82834.51,106515.17,88550.61,negative,No Fragments,,
4216,250.0367,808.81,90911.88,86377.15,88671.55,92051.77,86216.59,99610.66,84468.3,88922.87,80911.35,85905.34,negative,No Fragments,,
4217,310.8779,824.73,79150.19,85940,89364.88,79924.56,92612.13,89309.66,78061.27,87602.5,86506.67,86297.05,negative,No Fragments,,
4218,235.9537,837.93,62351,65613.34,61526.27,76626.97,66060.35,64381.26,63176.01,58296.59,62576.5,78720.38,negative,No Fragments,,
4219,268.9245,831.49,61104.35,57340.14,57423.35,65452.33,63027.38,61604.63,67171.76,61808.98,61975.92,67059.38,negative,No Fragments,,
4220,410.825,826.57,44205.3,40680.06,35353.14,32862.84,31839.44,38252.68,34177.37,36726.17,32610.79,42822.43,negative,No Fragments,,
4221,80.9167,742.05,1023597.44,791256.19,1033327.63,583781.81,888812.13,1096251.88,759103.81,999071.13,862532.5,957589.25,negative,Annotate in FrAnK,,
4222,254.8822,745.87,532526.81,532385.13,725690.38,457139.5,505784.5,647053.69,499820.72,696986.88,546989.56,662010.56,negative,No Fragments,,
4223,252.8843,745.92,532915.63,536705.31,678333.19,414743.84,457544.94,667341.06,522250.06,645549.94,508011.84,580200.31,negative,No Fragments,,
4224,182.8251,744.32,49726.52,39523.72,71971.14,21801.88,47950.52,63840.91,13172.08,81308.7,43295.55,44050.04,negative,No Fragments,,
4225,256.0595,749.56,38410.03,61767.92,49964.02,52259.83,62692.11,41780.64,61052.45,53758.82,70092.97,54405.04,negative,No Fragments,,
4226,330.8618,746.98,54050.91,54078.26,72275.42,55537.3,54505.02,65533.84,72488.61,76796.94,56506,76375.2,negative,No Fragments,,
4227,332.8596,746.92,48897.59,70682.23,92403.01,48005.59,44738.55,67654.26,45483.97,104991.02,62744.82,79291.85,negative,No Fragments,,
4228,253.8838,745.39,49296.94,63929.04,69630.64,29234.35,53096.36,66836.91,54600.19,75722.01,55559.72,69207.65,negative,No Fragments,,
4229,118.9114,738.28,53642.3,43328.94,48656.08,47465.73,56558.7,59313.65,47490.18,54456.04,58540.55,51859.55,negative,No Fragments,,
4230,255.8817,746.44,63457.15,70412.41,77635.19,45146.05,50810.96,74560.29,62589.26,68344.08,61313.72,62015.84,negative,No Fragments,,
4231,184.823,742.54,13942.94,NA,31208.3,NA,9971.46,13417.45,NA,49725.13,17108.45,30056.38,negative,No Fragments,,
4232,180.8272,743.85,32785.25,16098.44,43967.93,NA,15936.88,34005.73,NA,41773.06,14091.88,16060.24,negative,No Fragments,,
4233,163.8966,738.01,35736.34,31862.53,34362.15,30400.3,45742.37,38120.07,33860.3,31131.59,25364.15,32106.32,negative,No Fragments,,
4234,173.1183,249.2,126918.37,173939.66,120170.68,92112.08,211427.48,120556.3,140406.09,130923.25,185505.11,170066.2,negative,No Fragments,"(+)-3-hydroxy pelargonic acid,(±)-3-Hydroxynonanoic acid,2,4,6-Triethyl-1,3,5-trioxane,2-hydroxy pelargonic acid,4-hydroxy pelargonic acid,6-hydroxy-nonanoic acid,7-hydroxy pelargonic acid,8-hydroxy-nonanoic acid,8R-hydroxy-nonanoic acid,9-hydroxy pelargonic acid","HMDB31513,HMDB34040,LMFA01050024,LMFA01050025,LMFA01050026,LMFA01050027,LMFA01050028,LMFA01050230,LMFA01050231,LMFA01050275"
4235,195.0664,254.05,519592.63,543320,912666.13,638659.19,656499.13,797766.5,996087.31,838444.19,866177.31,775214.31,negative,No Fragments,"(+)-3-(3,4-Methylenedioxyphenyl)-1,2-propanediol,(S)-2-(4-Methoxyphenoxy)propanoic acid,(S)-Batatic acid,1-(2,4,5-Trihydroxyphenyl)-1-butanone,2',6'-Dimethoxy-4'-hydroxyacetophenone,2,3-Dihydroxy-p-cumate,2,4,5-Trimethoxybenzaldehyde,2-Hydroxy-3-(4-methoxyphenyl)propanoic acid,3-(3,4-Dihydroxyphenyl)-2-methylpropionic acid,3-(3-Hydroxyphenyl)-2-methyllactic acid,4-Hydroxy-6-methyl-3-(1-oxobutyl)-2H-pyran-2-one,5-Hydroxyconiferyl alcohol,Acetosyringone,Cantharidin,Homoveratric acid,Maltyl isobutyrate,Paeonilactone B,Phlorisobutyrophenone,Xanthoxylin","C06580,C07351,C10664,C10684,C10726,C12205,C16778,C17455,HMDB00434,HMDB29645,HMDB29648,HMDB30571,HMDB32365,HMDB35721,HMDB37177,HMDB39427,HMDB40256,HMDB40637,HMDB60398,HMDB60733,HMDB60735"
4236,228.205,253.84,406890.25,605657,726151.13,580433.31,319109.16,427585.69,534238.13,888845.56,551797.5,568648.31,negative,No Fragments,,
4237,255.1028,251.86,179644.11,204242.77,215698.08,193017.66,243657.86,205987.22,273019.38,224336.22,269498.31,200630.47,negative,No Fragments,"2'-Hydroxy-4'-methoxydihydrochalcone,2'-Methoxy-4'-hydroxydihydrochalcone,2-Methoxy-4-hydroxydihydrochalcone,4'-Hydroxy-7-methoxyflavan,4'-O-Methylequol,4-Methoxybenzyl phenylacetate,7,4'-Dihydroxy-8-methylflavan,7-Hydroxy-5-methoxyflavan,Broussin,Loroglossol,Obtusaquinol,Orchinol,Pterostilbene,Xenognosin A","C08731,C09505,C09650,C10267,C10272,C10287,HMDB29539,HMDB34992,HMDB37686,HMDB41678,LMPK12020230,LMPK12020232,LMPK12020234,LMPK12020258,LMPK12100067,LMPK12120443,LMPK12120444,LMPK12120605,LMPK13090015"
4238,235.0766,257.95,144878.27,130390.55,171644.63,140029.91,143465.28,169425.47,181039.83,185236.78,179002.59,171877.95,negative,No Fragments,"cis-4,5-Dihydroxy-4,5-dihydropyrene,trans-4,5-Dihydroxy-4,5-dihydropyrene","C18249,C18255"
4239,251.0715,253.79,95506.41,104147.02,113717.96,95189.36,104800.55,113509.11,112937.98,96013.58,138099.08,109823.84,negative,No Fragments,"1-[2-(4-Hydroxyphenyl)-1-benzofuran-3-yl]ethanone,4'-O-Methylisoflavone,6-Methoxyflavone,7-Hydroxy-2-methylisoflavone,7-Methoxyflavone,7-Methoxyisoflavone,Anisindione","C03074,C15111,C15616,HMDB15257,HMDB33979,LMPK12050001,LMPK12110021,LMPK12110100"
