reaction_id	reaction_name	protein_coverage	compound_coverage	all_coverage	protein	observed_protein_count	all_protein_count	compound	observed_compound_count	all_compound_count	pathway_ids	pathway_names
R-MMU-428127	palmitoyl-CoA + serine => 3-ketosphinganine + CoASH + CO2	0.46	0.00	0.33	Q925E8 (ENSMUSG00000043461):Q9CQZ0 (ENSMUSG00000025353):O35704 (ENSMUSG00000021468):Q8R207 (ENSMUSG00000044408):Q9CPZ6 (ENSMUSG00000038150):P97363 (ENSMUSG00000021036)	6	13		0	5	R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-400097	G-beta:G-gamma inhibits Adenylate cyclase	0.45	0.00	0.45	P62880 (ENSMUSG00000029713):Q80SZ7 (ENSMUSG00000068523):Q61011 (ENSMUSG00000023439):Q9JMF3 (ENSMUSG00000025739):Q9DAS9 (ENSMUSG00000036402):P63216 (ENSMUSG00000071658):P84309 (ENSMUSG00000022840):P62874 (ENSMUSG00000029064):P29387 (ENSMUSG00000027669):Q61017 (ENSMUSG00000038811):P63213 (ENSMUSG00000043004):P50153 (ENSMUSG00000021303):F8VQ52 (ENSMUSG00000022994):P61953 (ENSMUSG00000032766):Q9CXP8 (ENSMUSG00000038607):Q61016 (ENSMUSG00000048240):P62881 (ENSMUSG00000032192)	17	38		0	0	R-MMU-400042	Adrenaline,noradrenaline inhibits insulin secretion
R-MMU-400037	Gi,Go Heterotrimeric G-protein complex dissociates	0.45	0.00	0.42	P62880 (ENSMUSG00000029713):Q80SZ7 (ENSMUSG00000068523):Q61011 (ENSMUSG00000023439):Q9JMF3 (ENSMUSG00000025739):Q9DAS9 (ENSMUSG00000036402):P63216 (ENSMUSG00000071658):P62874 (ENSMUSG00000029064):P29387 (ENSMUSG00000027669):Q61017 (ENSMUSG00000038811):P63213 (ENSMUSG00000043004):P50153 (ENSMUSG00000021303):P08752 (ENSMUSG00000032562):P61953 (ENSMUSG00000032766):Q9CXP8 (ENSMUSG00000038607):B2RSH2 (ENSMUSG00000057614):Q61016 (ENSMUSG00000048240):P62881 (ENSMUSG00000032192)	17	38		0	2	R-MMU-400042	Adrenaline,noradrenaline inhibits insulin secretion
R-MMU-6799196	The MCIA complex, NDUFAF2-7 all dissociate from the 980kDa complex, resulting in Complex I	0.45	0.00	0.43	Q9CPP6 (ENSMUSG00000023089):Q9D1R1 (ENSMUSG00000030614):Q9CQZ5 (ENSMUSG00000022450):P03925 (ENSMUSG00000064368):E9QPX3 (ENSMUSG00000021764):Q9CQ91 (ENSMUSG00000035674):Q91VD9 (ENSMUSG00000025968):Q7TMF3 (ENSMUSG00000020022):Q99LC3 (ENSMUSG00000026260):O35683 (ENSMUSG00000016427):Q9CQH3 (ENSMUSG00000027673):P03888 (ENSMUSG00000064341):Q9ERS2 (ENSMUSG00000036199):Q9CQJ8 (ENSMUSG00000022354):O09111 (ENSMUSG00000031059):Q3UIU2 (ENSMUSG00000071014):Q9D6J5 (ENSMUSG00000025204):Q9DCT2 (ENSMUSG00000005510):Q91WD5 (ENSMUSG00000013593):Q9DC70 (ENSMUSG00000020153):Q9JKL4 (ENSMUSG00000070283):Q9Z1P6 (ENSMUSG00000041881):G5E814 (ENSMUSG00000002379):Q9CQZ6 (ENSMUSG00000026032):Q91YT0 (ENSMUSG00000037916):Q9CQC7 (ENSMUSG00000022820):P03893 (ENSMUSG00000064345):Q9DC69 (ENSMUSG00000000399):P03921 (ENSMUSG00000064367):Q9D1H6 (ENSMUSG00000028261):Q9CPU2 (ENSMUSG00000002416):Q99LY9 (ENSMUSG00000028648):P03911 (ENSMUSG00000064363):Q9CWG8 (ENSMUSG00000024082):Q9D6J6 (ENSMUSG00000024099):Q9DCS9 (ENSMUSG00000040048):P03899 (ENSMUSG00000064360):Q8BK30 (ENSMUSG00000024038):A2APY7 (ENSMUSG00000027384):Q9DCJ5 (ENSMUSG00000026895):Q8BUY5 (ENSMUSG00000002846):Q9CQ54 (ENSMUSG00000030647):Q9CR61 (ENSMUSG00000033938):Q9CR21 (ENSMUSG00000030869):Q8K3J1 (ENSMUSG00000059734):A2AIL4 (ENSMUSG00000050323):J3QPT4 (ENSMUSG00000096449):P52503 (ENSMUSG00000021606):Q59J78 (ENSMUSG00000068184):Q8JZN5 (ENSMUSG00000027710):Q9CQY9 (ENSMUSG00000037152):Q9CQ75 (ENSMUSG00000014294)	52	116		0	6	R-MMU-6799198	Complex I biogenesis
R-MMU-6799179	Peripheral arm subunits bind the 815kDa complex to form a 980kDa complex	0.45	0.00	0.43	Q9CPP6 (ENSMUSG00000023089):Q9D1R1 (ENSMUSG00000030614):Q9CQZ5 (ENSMUSG00000022450):P03925 (ENSMUSG00000064368):E9QPX3 (ENSMUSG00000021764):Q9CQ91 (ENSMUSG00000035674):Q91VD9 (ENSMUSG00000025968):Q7TMF3 (ENSMUSG00000020022):Q99LC3 (ENSMUSG00000026260):O35683 (ENSMUSG00000016427):Q9CQH3 (ENSMUSG00000027673):P03888 (ENSMUSG00000064341):Q9ERS2 (ENSMUSG00000036199):Q9CQJ8 (ENSMUSG00000022354):O09111 (ENSMUSG00000031059):Q3UIU2 (ENSMUSG00000071014):Q9D6J5 (ENSMUSG00000025204):Q9DCT2 (ENSMUSG00000005510):Q91WD5 (ENSMUSG00000013593):Q9DC70 (ENSMUSG00000020153):Q9JKL4 (ENSMUSG00000070283):Q9Z1P6 (ENSMUSG00000041881):G5E814 (ENSMUSG00000002379):Q9CQZ6 (ENSMUSG00000026032):Q91YT0 (ENSMUSG00000037916):Q9CQC7 (ENSMUSG00000022820):P03893 (ENSMUSG00000064345):Q9DC69 (ENSMUSG00000000399):P03921 (ENSMUSG00000064367):Q9D1H6 (ENSMUSG00000028261):Q9CPU2 (ENSMUSG00000002416):Q99LY9 (ENSMUSG00000028648):P03911 (ENSMUSG00000064363):Q9CWG8 (ENSMUSG00000024082):Q9D6J6 (ENSMUSG00000024099):Q9DCS9 (ENSMUSG00000040048):P03899 (ENSMUSG00000064360):Q8BK30 (ENSMUSG00000024038):A2APY7 (ENSMUSG00000027384):Q9DCJ5 (ENSMUSG00000026895):Q8BUY5 (ENSMUSG00000002846):Q9CQ54 (ENSMUSG00000030647):Q9CR61 (ENSMUSG00000033938):Q9CR21 (ENSMUSG00000030869):Q8K3J1 (ENSMUSG00000059734):A2AIL4 (ENSMUSG00000050323):J3QPT4 (ENSMUSG00000096449):P52503 (ENSMUSG00000021606):Q59J78 (ENSMUSG00000068184):Q8JZN5 (ENSMUSG00000027710):Q9CQY9 (ENSMUSG00000037152):Q9CQ75 (ENSMUSG00000014294)	52	116		0	6	R-MMU-6799198	Complex I biogenesis
R-MMU-6799197	ND4, ND5 bind the 550kDa complex to form the 815kDa complex	0.44	0.00	0.42	Q9CPP6 (ENSMUSG00000023089):Q9D1R1 (ENSMUSG00000030614):Q9CQZ5 (ENSMUSG00000022450):P03925 (ENSMUSG00000064368):Q9CQ91 (ENSMUSG00000035674):Q99LC3 (ENSMUSG00000026260):O35683 (ENSMUSG00000016427):Q9CQH3 (ENSMUSG00000027673):P03888 (ENSMUSG00000064341):Q9ERS2 (ENSMUSG00000036199):Q9CQJ8 (ENSMUSG00000022354):O09111 (ENSMUSG00000031059):Q3UIU2 (ENSMUSG00000071014):Q9D6J5 (ENSMUSG00000025204):Q9DCT2 (ENSMUSG00000005510):Q91WD5 (ENSMUSG00000013593):Q9DC70 (ENSMUSG00000020153):Q9JKL4 (ENSMUSG00000070283):Q9Z1P6 (ENSMUSG00000041881):G5E814 (ENSMUSG00000002379):Q9CQZ6 (ENSMUSG00000026032):Q9CQC7 (ENSMUSG00000022820):P03893 (ENSMUSG00000064345):Q9DC69 (ENSMUSG00000000399):P03921 (ENSMUSG00000064367):Q9D1H6 (ENSMUSG00000028261):Q9CPU2 (ENSMUSG00000002416):P03911 (ENSMUSG00000064363):Q9CWG8 (ENSMUSG00000024082):Q9DCS9 (ENSMUSG00000040048):P03899 (ENSMUSG00000064360):A2APY7 (ENSMUSG00000027384):Q9DCJ5 (ENSMUSG00000026895):Q8BUY5 (ENSMUSG00000002846):Q9CQ54 (ENSMUSG00000030647):Q9CR61 (ENSMUSG00000033938):Q9CR21 (ENSMUSG00000030869):Q8K3J1 (ENSMUSG00000059734):A2AIL4 (ENSMUSG00000050323):J3QPT4 (ENSMUSG00000096449):Q8JZN5 (ENSMUSG00000027710):Q9CQY9 (ENSMUSG00000037152):Q9CQ75 (ENSMUSG00000014294)	43	98		0	4	R-MMU-6799198	Complex I biogenesis
R-MMU-1614362	SUMF1 mediates the oxidation of cysteine to formylglycine, producing active arylsulfatases	0.44	0.00	0.35	A0A0R4J1N2 (ENSMUSG00000021592):A0A0R4J138 (ENSMUSG00000042082):P50428 (ENSMUSG00000022620):Q3TYD4 (ENSMUSG00000020604):Q8R0F3 (ENSMUSG00000030101):Q8BPG6 (ENSMUSG00000025538):Q32KI9 (ENSMUSG00000036412)	7	16		0	4	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-194187	SLC10A2 transports bile salts and acids and Na+ from extracellular region to cytosol	0.43	0.00	0.12	Q61026 (ENSMUSG00000005886):P28700 (ENSMUSG00000015846):P70365 (ENSMUSG00000020647)	3	7		0	17	R-MMU-159418	Recycling of bile acids and salts
R-MMU-6799202	The 315kDa subcomplex binds the 370kDa subcomplex to form the 550kDa complex	0.43	0.00	0.42	Q9CPP6 (ENSMUSG00000023089):Q9D1R1 (ENSMUSG00000030614):Q9CQZ5 (ENSMUSG00000022450):P03925 (ENSMUSG00000064368):Q9CQ91 (ENSMUSG00000035674):Q99LC3 (ENSMUSG00000026260):O35683 (ENSMUSG00000016427):Q9CQH3 (ENSMUSG00000027673):P03888 (ENSMUSG00000064341):Q9ERS2 (ENSMUSG00000036199):Q9CQJ8 (ENSMUSG00000022354):O09111 (ENSMUSG00000031059):Q3UIU2 (ENSMUSG00000071014):Q9D6J5 (ENSMUSG00000025204):Q9DCT2 (ENSMUSG00000005510):Q91WD5 (ENSMUSG00000013593):Q9DC70 (ENSMUSG00000020153):Q9JKL4 (ENSMUSG00000070283):Q9Z1P6 (ENSMUSG00000041881):G5E814 (ENSMUSG00000002379):Q9CQZ6 (ENSMUSG00000026032):Q9CQC7 (ENSMUSG00000022820):P03893 (ENSMUSG00000064345):Q9DC69 (ENSMUSG00000000399):Q9D1H6 (ENSMUSG00000028261):Q9CPU2 (ENSMUSG00000002416):Q9CWG8 (ENSMUSG00000024082):Q9DCS9 (ENSMUSG00000040048):P03899 (ENSMUSG00000064360):A2APY7 (ENSMUSG00000027384):Q9DCJ5 (ENSMUSG00000026895):Q8BUY5 (ENSMUSG00000002846):Q9CQ54 (ENSMUSG00000030647):Q9CR61 (ENSMUSG00000033938):Q9CR21 (ENSMUSG00000030869):Q8K3J1 (ENSMUSG00000059734):A2AIL4 (ENSMUSG00000050323):Q8JZN5 (ENSMUSG00000027710):Q9CQY9 (ENSMUSG00000037152):Q9CQ75 (ENSMUSG00000014294)	40	92		0	4	R-MMU-6799198	Complex I biogenesis
R-MMU-1675776	PI5P is phosphorylated to PI(4,5)P2 by PIP4K2 dimers at the plasma membrane	0.43	0.00	0.27	Q80XI4 (ENSMUSG00000018547):Q91XU3 (ENSMUSG00000025417):O70172 (ENSMUSG00000026737)	3	7		0	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-1605595	Hexosaminidase A cleaves GalNAc from GM2 to form GM3	0.43	0.00	0.27	P20060 (ENSMUSG00000021665):P29416 (ENSMUSG00000025232):Q60648 (ENSMUSG00000000594)	3	7		0	4	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-400092	Alpha-2A,alpha-2C Adrenergic Receptors activate Gi.Go heterotrimeric G proteins	0.42	0.00	0.37	P62880 (ENSMUSG00000029713):Q80SZ7 (ENSMUSG00000068523):Q61011 (ENSMUSG00000023439):Q9JMF3 (ENSMUSG00000025739):Q9DAS9 (ENSMUSG00000036402):P63216 (ENSMUSG00000071658):P62874 (ENSMUSG00000029064):P29387 (ENSMUSG00000027669):Q61017 (ENSMUSG00000038811):P63213 (ENSMUSG00000043004):P50153 (ENSMUSG00000021303):P08752 (ENSMUSG00000032562):P61953 (ENSMUSG00000032766):Q9CXP8 (ENSMUSG00000038607):B2RSH2 (ENSMUSG00000057614):Q61016 (ENSMUSG00000048240):P62881 (ENSMUSG00000032192)	17	40		0	6	R-MMU-400042	Adrenaline,noradrenaline inhibits insulin secretion
R-MMU-1676024	PI is phosphorylated to PI3P by PIK3C2A/3 at the late endosome membrane	0.40	0.00	0.15	Q8VD65 (ENSMUSG00000032571):Q6PF93 (ENSMUSG00000033628)	2	5		0	8	R-MMU-1660517	Synthesis of PIPs at the late endosome membrane
R-MMU-203946	PDK isoforms phosphorylate lipo-PDH	0.40	0.00	0.27	Q8BFP9 (ENSMUSG00000006494):P28700 (ENSMUSG00000015846):O08749 (ENSMUSG00000020664):Q8BMF4 (ENSMUSG00000000168):Q9JK42 (ENSMUSG00000038967):P35396 (ENSMUSG00000002250):P35486 (ENSMUSG00000031299):Q8BKZ9 (ENSMUSG00000010914):Q9D051 (ENSMUSG00000021748):Q922H2 (ENSMUSG00000035232)	10	25		0	12	R-MMU-204174	Regulation of pyruvate dehydrogenase (PDH) complex
R-MMU-3000122	CD320 transports extracellular TCII:Cbl to endosome	0.40	0.00	0.29	Q9Z1P5 (ENSMUSG00000002308):O88968 (ENSMUSG00000020432)	2	5		0	2	R-MMU-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism
R-MMU-1675961	PI is phosphorylated to PI3P by PIK3C2A/3 at the Golgi membrane	0.40	0.00	0.15	Q8VD65 (ENSMUSG00000032571):Q6PF93 (ENSMUSG00000033628)	2	5		0	8	R-MMU-1660514	Synthesis of PIPs at the Golgi membrane
R-MMU-350168	LRP2 transports CUBN:GC:CDL from extracellular region to cytosol	0.40	0.00	0.29	A2ARV4 (ENSMUSG00000027070):Q9JLB4 (ENSMUSG00000026726)	2	5		0	2	R-MMU-196791	Vitamin D (calciferol) metabolism
R-MMU-1675939	PI is phosphorylated to PI3P by PIK3C2A/3 at the early endosome membrane	0.40	0.00	0.15	Q8VD65 (ENSMUSG00000032571):Q6PF93 (ENSMUSG00000033628)	2	5		0	8	R-MMU-1660516	Synthesis of PIPs at the early endosome membrane
R-MMU-1605632	Both hexosaminidase A and B can cleave GalNAc from globoside	0.40	0.00	0.22	P20060 (ENSMUSG00000021665):P29416 (ENSMUSG00000025232)	2	5		0	4	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-444433	Cho transports from the extracellular space to the cytosol	0.40	0.00	0.29	Q6X893 (ENSMUSG00000028412):Q8BY89 (ENSMUSG00000057193)	2	5		0	2	R-MMU-1483191	Synthesis of PC
R-MMU-2105001	HEXA,B cleaves the terminal GalNAc from DS	0.40	0.00	0.22	P20060 (ENSMUSG00000021665):P29416 (ENSMUSG00000025232)	2	5		0	4	R-MMU-2024101	CS/DS degradation
R-MMU-1638053	HEXA,B cleave the terminal GalNAc from keratan sulfate	0.40	0.00	0.22	P20060 (ENSMUSG00000021665):P29416 (ENSMUSG00000025232)	2	5		0	4	R-MMU-2022857	Keratan sulfate degradation
R-MMU-2162225	HEXA,B cleave the terminal GalNAc from small HA fragments	0.40	0.00	0.25	P20060 (ENSMUSG00000021665):P29416 (ENSMUSG00000025232)	2	5		0	3	R-MMU-2160916	Hyaluronan uptake and degradation
R-MMU-1855177	PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane	0.38	0.00	0.18	A3KGF7 (ENSMUSG00000040061):Q9Z1B3 (ENSMUSG00000051177):P51432 (ENSMUSG00000024960)	3	8		0	9	R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol
R-MMU-1655842	S1P hydrolyzes SREBP1A,1C,2	0.38	0.00	0.38	Q9WTZ2 (ENSMUSG00000031835):Q6GQT6 (ENSMUSG00000032485):Q3U1N2 (ENSMUSG00000022463)	3	8		0	0	R-MMU-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)
R-MMU-5340251	NR1H4:DCA,CDCA,LCHA binds RXRA and NCOA1,2	0.38	0.00	0.21	Q61026 (ENSMUSG00000005886):P28700 (ENSMUSG00000015846):P70365 (ENSMUSG00000020647)	3	8		0	6	R-MMU-159418	Recycling of bile acids and salts
R-MMU-3781001	EPM2A dimer binds PPP1R3C:phosphoglycogen-GYG1 complex	0.38	0.00	0.30	Q9R062 (ENSMUSG00000019528):Q9Z1E4 (ENSMUSG00000003865):Q9WUA5 (ENSMUSG00000055493)	3	8		0	2	R-MMU-3322077	Glycogen synthesis
R-MMU-2022887	NDST1-4 N-deacetylates GlcNAc residues in heparan	0.37	0.00	0.34	Q8CAL5 (ENSMUSG00000022112):Q64519 (ENSMUSG00000025743):P18828 (ENSMUSG00000020592):Q9QZF2 (ENSMUSG00000034220):O35988 (ENSMUSG00000017009):A2ASQ1 (ENSMUSG00000041936):P43407 (ENSMUSG00000022261):Q9R087 (ENSMUSG00000058571):P52850 (ENSMUSG00000039308):E0CXM8 (ENSMUSG00000106247):Q3UHN9 (ENSMUSG00000054008)	11	30		0	2	R-MMU-2022928	HS-GAG biosynthesis
R-MMU-825631	Glucagon:GCGR mediates GTP-GDP exchange	0.37	0.00	0.33	P62880 (ENSMUSG00000029713):Q80SZ7 (ENSMUSG00000068523):Q61011 (ENSMUSG00000023439):Q9JMF3 (ENSMUSG00000025739):Q9DAS9 (ENSMUSG00000036402):P63216 (ENSMUSG00000071658):P62874 (ENSMUSG00000029064):P29387 (ENSMUSG00000027669):P63213 (ENSMUSG00000043004):P50153 (ENSMUSG00000021303):P61953 (ENSMUSG00000032766):Q61606 (ENSMUSG00000025127):Q9CXP8 (ENSMUSG00000038607):Q61016 (ENSMUSG00000048240)	14	38		0	4	R-MMU-163359	Glucagon signaling in metabolic regulation
R-MMU-2022856	EXT1:EXT2 transfers GlcNAc to heparan	0.37	0.00	0.34	Q8CAL5 (ENSMUSG00000022112):Q64519 (ENSMUSG00000025743):P18828 (ENSMUSG00000020592):P97464 (ENSMUSG00000061731):Q9QZF2 (ENSMUSG00000034220):O35988 (ENSMUSG00000017009):P70428 (ENSMUSG00000027198):A2ASQ1 (ENSMUSG00000041936):P43407 (ENSMUSG00000022261):Q9R087 (ENSMUSG00000058571):E0CXM8 (ENSMUSG00000106247)	11	30		0	2	R-MMU-2022928	HS-GAG biosynthesis
R-MMU-2022860	NDST1-4 can sulfate a glucosamine residue in heparan to form heparan sulfate (HS)	0.37	0.00	0.34	Q8CAL5 (ENSMUSG00000022112):Q64519 (ENSMUSG00000025743):P18828 (ENSMUSG00000020592):Q9QZF2 (ENSMUSG00000034220):O35988 (ENSMUSG00000017009):A2ASQ1 (ENSMUSG00000041936):P43407 (ENSMUSG00000022261):Q9R087 (ENSMUSG00000058571):P52850 (ENSMUSG00000039308):E0CXM8 (ENSMUSG00000106247):Q3UHN9 (ENSMUSG00000054008)	11	30		0	2	R-MMU-2022928	HS-GAG biosynthesis
R-MMU-2022851	EXT1:EXT2 transfer GlcNAc to the heparan chain	0.37	0.00	0.34	Q8CAL5 (ENSMUSG00000022112):Q64519 (ENSMUSG00000025743):P18828 (ENSMUSG00000020592):P97464 (ENSMUSG00000061731):Q9QZF2 (ENSMUSG00000034220):O35988 (ENSMUSG00000017009):P70428 (ENSMUSG00000027198):A2ASQ1 (ENSMUSG00000041936):P43407 (ENSMUSG00000022261):Q9R087 (ENSMUSG00000058571):E0CXM8 (ENSMUSG00000106247)	11	30		0	2	R-MMU-2022928	HS-GAG biosynthesis
R-MMU-2022919	EXT1:EXT2 transfers GlcNAc to the terminal GlcA residue	0.37	0.00	0.34	Q8CAL5 (ENSMUSG00000022112):Q64519 (ENSMUSG00000025743):P18828 (ENSMUSG00000020592):P97464 (ENSMUSG00000061731):Q9QZF2 (ENSMUSG00000034220):O35988 (ENSMUSG00000017009):P70428 (ENSMUSG00000027198):A2ASQ1 (ENSMUSG00000041936):P43407 (ENSMUSG00000022261):Q9R087 (ENSMUSG00000058571):E0CXM8 (ENSMUSG00000106247)	11	30		0	2	R-MMU-2022928	HS-GAG biosynthesis
R-MMU-2076392	EXT1:EXT2 transfers GlcA to heparan	0.37	0.00	0.34	Q8CAL5 (ENSMUSG00000022112):Q64519 (ENSMUSG00000025743):P18828 (ENSMUSG00000020592):P97464 (ENSMUSG00000061731):Q9QZF2 (ENSMUSG00000034220):O35988 (ENSMUSG00000017009):P70428 (ENSMUSG00000027198):A2ASQ1 (ENSMUSG00000041936):P43407 (ENSMUSG00000022261):Q9R087 (ENSMUSG00000058571):E0CXM8 (ENSMUSG00000106247)	11	30		0	2	R-MMU-2022928	HS-GAG biosynthesis
R-MMU-422320	Heterotrimeric G(s) complex dissociates	0.36	0.00	0.34	P62880 (ENSMUSG00000029713):Q80SZ7 (ENSMUSG00000068523):Q61011 (ENSMUSG00000023439):Q9JMF3 (ENSMUSG00000025739):Q9DAS9 (ENSMUSG00000036402):P63216 (ENSMUSG00000071658):P62874 (ENSMUSG00000029064):P29387 (ENSMUSG00000027669):Q61017 (ENSMUSG00000038811):P63213 (ENSMUSG00000043004):P50153 (ENSMUSG00000021303):P61953 (ENSMUSG00000032766):Q9CXP8 (ENSMUSG00000038607):Q61016 (ENSMUSG00000048240):P62881 (ENSMUSG00000032192)	15	42		0	2	R-MMU-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
R-MMU-1676048	PI(4,5)P2 is phosphorylated to PI(3,4,5)P3 by PIK3C[1] at the plasma membrane	0.36	0.00	0.31	P26450 (ENSMUSG00000041417):P42337 (ENSMUSG00000027665):Q8BTI9 (ENSMUSG00000032462):Q5SW28 (ENSMUSG00000020901):Q3U6Q4 (ENSMUSG00000046207):Q9JHG7 (ENSMUSG00000020573):O08908 (ENSMUSG00000031834):Q64143 (ENSMUSG00000028698):O35904 (ENSMUSG00000039936)	9	25		0	4	R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-8878815	Formation of 4Fe-4S cluster on ISCA1:ISCA2	0.36	0.00	0.31	Q9D924 (ENSMUSG00000044792):Q9DCB8 (ENSMUSG00000021241):Q80Y14 (ENSMUSG00000021102):I3ITR1 (ENSMUSG00000078139)	4	11		0	2	R-MMU-1362409	Mitochondrial iron-sulfur cluster biogenesis
R-MMU-5693148	BCKDK phosphorylates BCKDH	0.36	0.00	0.24	Q6P3A8 (ENSMUSG00000032263):O08749 (ENSMUSG00000020664):O55028 (ENSMUSG00000030802):P53395 (ENSMUSG00000000340)	4	11		0	6	R-MMU-70895	Branched-chain amino acid catabolism
R-MMU-6792572	LIPT1 transfers lipoyl group from lipoyl-GCSH to DHs	0.36	0.00	0.26	Q91WK5 (ENSMUSG00000034424):Q9D2G2 (ENSMUSG00000004789):Q6P3A8 (ENSMUSG00000032263):O08749 (ENSMUSG00000020664):Q8BMF4 (ENSMUSG00000000168):Q8VCM4 (ENSMUSG00000037216):P35486 (ENSMUSG00000031299):Q8BKZ9 (ENSMUSG00000010914):Q9D051 (ENSMUSG00000021748):P53395 (ENSMUSG00000000340):Q60597 (ENSMUSG00000020456):A2ATU0 (ENSMUSG00000025815)	12	33		0	14	R-MMU-389661	Glyoxylate metabolism and glycine degradation
R-MMU-3781009	NHLRC1 mediated ubiquitination of EPM2A and PPP1RC3 associated with glycogen-GYG1	0.35	0.00	0.32	Q9R062 (ENSMUSG00000019528):Q9Z1E4 (ENSMUSG00000003865):Q8BR37 (ENSMUSG00000044231):Q9WUA5 (ENSMUSG00000055493):P0CG50 (ENSMUSG00000008348):P62983 (ENSMUSG00000020460):P62984 (ENSMUSG00000090137:ENSMUSG00000068240):P0CG49 (ENSMUSG00000019505)	8	23		0	2	R-MMU-3322077	Glycogen synthesis
R-MMU-2076383	HS3ST1 sulfates GlcN at C3 in heparan sulfate	0.34	0.00	0.32	Q8CAL5 (ENSMUSG00000022112):Q64519 (ENSMUSG00000025743):P18828 (ENSMUSG00000020592):O35310 (ENSMUSG00000051022):Q9QZF2 (ENSMUSG00000034220):O35988 (ENSMUSG00000017009):A2ASQ1 (ENSMUSG00000041936):P43407 (ENSMUSG00000022261):Q9R087 (ENSMUSG00000058571):E0CXM8 (ENSMUSG00000106247)	10	29		0	2	R-MMU-2022928	HS-GAG biosynthesis
R-MMU-2076508	HS2ST1 sulfates IdoA at C2 in heparan sulfate	0.34	0.00	0.32	Q8CAL5 (ENSMUSG00000022112):Q64519 (ENSMUSG00000025743):P18828 (ENSMUSG00000020592):Q9QZF2 (ENSMUSG00000034220):O35988 (ENSMUSG00000017009):A2ASQ1 (ENSMUSG00000041936):Q8R3H7 (ENSMUSG00000040151):P43407 (ENSMUSG00000022261):Q9R087 (ENSMUSG00000058571):E0CXM8 (ENSMUSG00000106247)	10	29		0	2	R-MMU-2022928	HS-GAG biosynthesis
R-MMU-3322003	Autoglucosylation of GYG1 complexed with GYS1-b	0.33	0.00	0.18	Q9R062 (ENSMUSG00000019528):Q9Z1E4 (ENSMUSG00000003865)	2	6		0	5	R-MMU-3322077	Glycogen synthesis
R-MMU-3322041	Phosphorylated GYS1 catalyzes the polyglucosylation of oligoGlc-GYG1	0.33	0.00	0.17	Q9R062 (ENSMUSG00000019528):Q9Z1E4 (ENSMUSG00000003865)	2	6		0	6	R-MMU-3322077	Glycogen synthesis
R-MMU-2314686	Aspirin acetylates PTGS2	0.33	0.00	0.14	Q05769 (ENSMUSG00000032487)	1	3		0	4	R-MMU-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
R-MMU-3149519	MMACHC decyanates CNCbl	0.33	0.00	0.11	Q9CZD0 (ENSMUSG00000028690)	1	3		0	6	R-MMU-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism
R-MMU-3323111	Cytoslic carboxylases translocate to mitochondrial matrix	0.33	0.00	0.29	Q3ULD5 (ENSMUSG00000021646):Q99MR8 (ENSMUSG00000027709):Q91ZA3 (ENSMUSG00000041650):Q99MN9 (ENSMUSG00000032527)	4	12		0	2	R-MMU-196780	Biotin transport and metabolism
R-MMU-3781023	PPP1R3C binds to glycogen:GYG1:GYS1	0.33	0.00	0.25	Q9R062 (ENSMUSG00000019528):Q9Z1E4 (ENSMUSG00000003865)	2	6		0	2	R-MMU-3322077	Glycogen synthesis
R-MMU-1482897	PS is hydrolyzed to 2-acyl LPS by PLA2[10]	0.33	0.00	0.12	P47713 (ENSMUSG00000056220)	1	3		0	5	R-MMU-1482801	Acyl chain remodelling of PS
R-MMU-1475025	Carbonic anhydrase hydrates carbon dioxide (plasma membrane)	0.33	0.00	0.14	Q8VHB5 (ENSMUSG00000028463):Q9WVT6 (ENSMUSG00000038526)	2	6		0	8	R-MMU-1475029	Reversible hydration of carbon dioxide
R-MMU-3095889	MMACHC reduces Cbl	0.33	0.00	0.12	Q9CZD0 (ENSMUSG00000028690)	1	3		0	5	R-MMU-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism
R-MMU-2076611	HS3STs sulfate GlcN at C3 in heparan sulfate	0.33	0.00	0.31	Q8CAL5 (ENSMUSG00000022112):Q64519 (ENSMUSG00000025743):P18828 (ENSMUSG00000020592):Q9QZF2 (ENSMUSG00000034220):O35988 (ENSMUSG00000017009):A2ASQ1 (ENSMUSG00000041936):Q5GFD5 (ENSMUSG00000039628):Q9QZS6 (ENSMUSG00000070407):P43407 (ENSMUSG00000022261):Q9R087 (ENSMUSG00000058571):E0CXM8 (ENSMUSG00000106247)	11	33		0	2	R-MMU-2022928	HS-GAG biosynthesis
